1.1364610331312244, 9.657751023391546
1.1483118800478096, 9.377400685223439
1.169024563210865, 8.99392947893636
1.1956354640312103, 8.581119536848442
1.220775437877367, 8.160866087606305
1.248842755911367, 7.81461241709032
1.2857610278714362, 7.409572451768647
1.3167665724136803, 7.092983986665528
1.346279425340934, 6.857621161034762
1.3669304420217174, 6.725379203522969
1.3905269400910123, 6.5932460692151835
1.4170689195488189, 6.461221758111408
1.4495018617836486, 6.32941509341565
1.4819239216980773, 6.24194300203318
1.5172878355608839, 6.169357924959144
1.5732737465834048, 6.082756419208745
1.5968412251316306, 6.0688488137363885
1.6292433341253243, 6.062656773428273
1.65280537151335, 6.0709164546125605
1.6999185639689998, 6.13177039029442
1.7381953122591154, 6.192297856364252
1.7882557998233435, 6.245871519697905
1.835363551118793, 6.328892742036407
1.917808010476047, 6.450165320584089
1.964921202931697, 6.511019256265948
2.0149835042159925, 6.557203824047387
2.067984032008532, 6.633053597241693
2.126879150018228, 6.694342825739588
2.1887197494164354, 6.755740877441493
2.2387820507007308, 6.801925445222931
2.294735314762049, 6.848327659412389
2.3654196132060585, 6.8804957985174635
2.450824063712359, 6.94276443585144
2.5156173993793454, 6.974714928548496
2.5568468839382392, 7.0057948356134805
